32, 4, 0.99598, 2, 0.99195, 2, 0.99713, 1, 0.99177, 1, 0.99419, 1, 0.99659
40, 4, 0.99594, 2, 0.99193, 2, 0.99709, 1, 0.99166, 1, 0.99404, 1, 0.99660
48, 4, 0.99593, 2, 0.99193, 2, 0.99713, 1, 0.99162, 1, 0.99406, 1, 0.99655
56, 4, 0.99593, 2, 0.99194, 2, 0.99709, 1, 0.99170, 1, 0.99404, 1, 0.99648
64, 4, 0.99584, 2, 0.99211, 2, 0.99713, 1, 0.99170, 1, 0.99412, 1, 0.99652
72, 4, 0.99586, 2, 0.99201, 2, 0.99707, 1, 0.99163, 1, 0.99415, 1, 0.99650
80, 4, 0.99580, 2, 0.99190, 2, 0.99719, 1, 0.99169, 1, 0.99404, 1, 0.99645
