32, 0.82395, 0.91403, 0.95060, 0.97003, 0.97804
40, 0.82294, 0.91388, 0.95054, 0.96992, 0.97791
48, 0.82265, 0.91389, 0.95050, 0.96983, 0.97785
56, 0.82229, 0.91373, 0.95033, 0.96974, 0.97776
64, 0.82249, 0.91382, 0.95036, 0.96979, 0.97779
72, 0.82245, 0.91387, 0.95037, 0.96976, 0.97782
80, 0.82252, 0.91384, 0.95037, 0.96980, 0.97781
