32, 0.40825838, 0.80573626, 0.90863374, 0.93187482, 0.94869443, 0.95668656, 0.96417653, 0.97062297
40, 0.40692620, 0.80473373, 0.90738524, 0.93061375, 0.94734692, 0.95525098, 0.96256357, 0.96886869
48, 0.40648571, 0.80484229, 0.90720137, 0.93070674, 0.94719543, 0.95510869, 0.96246183, 0.96870686
56, 0.40597874, 0.80438343, 0.90718229, 0.93066526, 0.94723669, 0.95510423, 0.96237577, 0.96865760
64, 0.40638382, 0.80500412, 0.90722121, 0.93057254, 0.94720257, 0.95518318, 0.96242924, 0.96857756
72, 0.40623822, 0.80435845, 0.90713512, 0.93065954, 0.94733640, 0.95520459, 0.96254951, 0.96876823
80, 0.40664442, 0.80501648, 0.90738190, 0.93051321, 0.94721950, 0.95499006, 0.96227581, 0.96856301
