32, 1.54372, 1.65021, 1.87095, 1.26903, 1.46098, 1.36789, 1.40254, 1.72247, 1.09715, 1.59946, 1.69000, 1.48237, 1.60083, 1.04665
40, 1.53461, 1.65745, 1.86343, 1.26457, 1.46397, 1.37065, 1.40878, 1.74969, 1.12164, 1.59346, 1.69619, 1.48166, 1.61756, 1.04988
48, 1.53951, 1.66629, 1.87353, 1.25745, 1.45858, 1.36633, 1.40621, 1.75400, 1.11492, 1.58762, 1.70479, 1.48065, 1.62316, 1.03959
56, 1.55059, 1.66469, 1.87860, 1.26018, 1.46103, 1.37034, 1.40522, 1.75955, 1.12440, 1.58275, 1.69728, 1.47466, 1.61436, 1.05032
64, 1.54328, 1.66987, 1.87125, 1.25907, 1.45082, 1.36247, 1.40596, 1.75543, 1.11545, 1.59200, 1.70584, 1.47715, 1.61752, 1.04270
72, 1.54820, 1.66954, 1.87137, 1.25166, 1.46373, 1.36500, 1.40447, 1.75784, 1.12588, 1.58593, 1.71143, 1.46579, 1.61945, 1.05306
80, 1.54546, 1.67864, 1.87769, 1.26735, 1.45578, 1.37424, 1.41439, 1.75634, 1.12370, 1.58765, 1.72005, 1.48050, 1.62870, 1.04617
